date,role,program,transport_mode,distance_km,travel_energy_kwh,travel_co2_kg,personal_computer_kwh,personal_computer_co2_kg,students_trained,lab_energy_kwh,total_daily_co2_kg
2025-10-22,Trainer,SkillsBuild,Cab,70.99,17.75,8.52,0.24,0.2,43,0.86,9.42
2025-10-20,Trainer,SkillSaksham,Cab,31.89,7.97,3.83,0.24,0.2,46,0.92,4.78
2025-10-07,Trainer,SkillSaksham,Auto,81.83,16.37,7.36,0.24,0.2,55,1.1,8.46
2025-10-08,Trainer,SkillsBuild,Taxi,17.05,4.6,2.22,0.24,0.2,51,1.02,3.25
2025-10-11,Trainer,Code Unnati,Cab,17.27,4.32,2.07,0.24,0.2,49,0.98,3.07
2025-10-27,Trainer,Skills4Future,Cab,75.93,18.98,9.11,0.24,0.2,50,1.0,10.13
2025-10-28,Trainer,SkillsBuild,Taxi,12.02,3.25,1.56,0.24,0.2,48,0.96,2.55
2025-10-24,Trainer,SkillsBuild,Auto,32.25,6.45,2.9,0.24,0.2,50,1.0,3.92
2025-10-15,Trainer,SkillsBuild,Auto,47.07,9.41,4.24,0.24,0.2,52,1.04,5.29
2025-10-23,Trainer,SkillsBuild,Cab,91.05,22.76,10.93,0.24,0.2,42,0.84,11.81
2025-10-01,Trainer,SkillsBuild,Taxi,61.66,16.65,8.02,0.24,0.2,56,1.12,9.13
2025-10-09,Trainer,Skills4Future,Auto,33.78,6.76,3.04,0.24,0.2,45,0.9,3.97
2025-10-05,Trainer,Code Unnati,Cab,80.31,20.08,9.64,0.24,0.2,42,0.84,10.52
2025-10-04,Trainer,Code Unnati,Cab,39.12,9.78,4.69,0.24,0.2,48,0.96,5.68
2025-10-26,Trainer,TechSaksham,Auto,89.02,17.8,8.01,0.24,0.2,50,1.0,9.03
2025-11-10,Trainer,TechSaksham,Taxi,46.61,12.59,6.06,0.24,0.2,51,1.02,7.09
2025-11-07,Trainer,TechSaksham,Cab,38.62,9.66,4.63,0.24,0.2,48,0.96,5.62
2025-11-02,Trainer,Code Unnati,Auto,73.29,14.66,6.6,0.24,0.2,60,1.2,7.78
2025-11-14,Trainer,SkillSaksham,Auto,21.91,4.38,1.97,0.24,0.2,48,0.96,2.96
2025-11-08,Trainer,SkillsBuild,Taxi,12.62,3.41,1.64,0.24,0.2,57,1.14,2.77
2025-11-28,Trainer,SkillSaksham,Cab,10.59,2.65,1.27,0.24,0.2,54,1.08,2.35
2025-11-03,Trainer,Skills4Future,Taxi,63.25,17.08,8.22,0.24,0.2,51,1.02,9.26
2025-11-25,Trainer,Code Unnati,Cab,13.0,3.25,1.56,0.24,0.2,44,0.88,2.48
2025-11-17,Trainer,Code Unnati,Taxi,82.04,22.15,10.67,0.24,0.2,50,1.0,11.68
2025-11-24,Trainer,TechSaksham,Taxi,39.31,10.61,5.11,0.24,0.2,43,0.86,6.01
2025-11-29,Trainer,SkillsBuild,Cab,34.65,8.66,4.16,0.24,0.2,44,0.88,5.08
2025-11-16,Trainer,Skills4Future,Cab,90.92,22.73,10.91,0.24,0.2,43,0.86,11.81
2025-11-06,Trainer,Skills4Future,Taxi,41.14,11.11,5.35,0.24,0.2,48,0.96,6.33
2025-11-21,Trainer,Code Unnati,Cab,12.06,3.02,1.45,0.24,0.2,48,0.96,2.43
2025-11-20,Trainer,Skills4Future,Cab,57.5,14.37,6.9,0.24,0.2,45,0.9,7.83
2025-11-12,Trainer,TechSaksham,Cab,42.42,10.6,5.09,0.24,0.2,47,0.94,6.06
2025-11-05,Trainer,Skills4Future,Cab,90.22,22.56,10.83,0.24,0.2,56,1.12,11.94
2025-12-14,Trainer,Code Unnati,Taxi,87.29,23.57,11.35,0.24,0.2,52,1.04,12.4
2025-12-26,Trainer,TechSaksham,Cab,79.84,19.96,9.58,0.24,0.2,52,1.04,10.63
2025-12-24,Trainer,SkillsBuild,Flight,1156.45,578.22,173.47,0.24,0.2,47,0.94,174.44
2025-12-22,Trainer,Skills4Future,Cab,63.86,15.97,7.66,0.24,0.2,55,1.1,8.76
2025-12-07,Trainer,Skills4Future,Cab,99.49,24.87,11.94,0.24,0.2,50,1.0,12.96
2025-12-01,Trainer,SkillsBuild,Taxi,56.28,15.2,7.32,0.24,0.2,36,0.72,8.1
2025-12-18,Trainer,Skills4Future,Taxi,97.83,26.41,12.72,0.24,0.2,44,0.88,13.64
2025-12-21,Trainer,Skills4Future,Taxi,65.92,17.8,8.57,0.24,0.2,48,0.96,9.55
2025-12-13,Trainer,Skills4Future,Auto,22.2,4.44,2.0,0.24,0.2,43,0.86,2.9
2025-12-12,Trainer,TechSaksham,Flight,1322.62,661.31,198.39,0.24,0.2,51,1.02,199.43
2025-12-06,Trainer,SkillSaksham,Cab,26.21,6.55,3.15,0.24,0.2,50,1.0,4.16
2025-12-03,Trainer,Skills4Future,Cab,67.36,16.84,8.08,0.24,0.2,59,1.18,9.25
2025-12-15,Trainer,TechSaksham,Auto,23.97,4.79,2.16,0.24,0.2,44,0.88,3.08
2025-12-19,Trainer,TechSaksham,Auto,87.17,17.43,7.84,0.24,0.2,55,1.1,8.94
2025-12-29,Trainer,TechSaksham,Flight,1336.15,668.07,200.42,0.24,0.2,56,1.12,201.54
2025-12-20,Trainer,Skills4Future,Auto,81.32,16.26,7.32,0.24,0.2,55,1.1,8.42
2025-01-03,Trainer,SkillSaksham,Auto,11.73,2.35,1.06,0.24,0.2,49,0.98,2.06
2025-01-06,Trainer,Code Unnati,Auto,20.41,4.08,1.84,0.24,0.2,53,1.06,2.9
2025-01-12,Trainer,Skills4Future,Cab,51.86,12.96,6.22,0.24,0.2,52,1.04,7.27
2025-01-30,Trainer,Code Unnati,Auto,84.85,16.97,7.64,0.24,0.2,59,1.18,8.8
2025-01-18,Trainer,Code Unnati,Cab,33.81,8.45,4.06,0.24,0.2,54,1.08,5.14
2025-01-01,Trainer,Code Unnati,Taxi,12.75,3.44,1.66,0.24,0.2,45,0.9,2.59
2025-01-20,Trainer,TechSaksham,Cab,66.28,16.57,7.95,0.24,0.2,48,0.96,8.94
2025-01-09,Trainer,SkillSaksham,Auto,28.28,5.66,2.55,0.24,0.2,53,1.06,3.61
2025-01-07,Trainer,SkillSaksham,Auto,39.4,7.88,3.55,0.24,0.2,52,1.04,4.6
2025-01-31,Trainer,SkillSaksham,Auto,49.37,9.87,4.44,0.24,0.2,55,1.1,5.54
2025-01-11,Trainer,Skills4Future,Taxi,28.7,7.75,3.73,0.24,0.2,51,1.02,4.76
2025-01-25,Trainer,SkillSaksham,Taxi,39.02,10.54,5.07,0.24,0.2,51,1.02,6.11
2025-01-02,Trainer,TechSaksham,Flight,1005.4,502.7,150.81,0.24,0.2,49,0.98,151.81
2025-01-05,Trainer,Code Unnati,Auto,20.45,4.09,1.84,0.24,0.2,51,1.02,2.87
2025-01-14,Trainer,TechSaksham,Flight,1229.38,614.69,184.41,0.24,0.2,43,0.86,185.31
2025-01-19,Trainer,Skills4Future,Flight,1081.73,540.86,162.26,0.24,0.2,56,1.12,163.37
2025-01-13,Trainer,Code Unnati,Flight,1181.49,590.74,177.22,0.24,0.2,53,1.06,178.29
2025-01-27,Trainer,SkillsBuild,Flight,1213.79,606.89,182.07,0.24,0.2,47,0.94,183.04
2025-01-17,Trainer,TechSaksham,Auto,32.17,6.43,2.9,0.24,0.2,50,1.0,3.91
2025-02-01,Trainer,SkillSaksham,Cab,77.36,19.34,9.28,0.24,0.2,41,0.82,10.15
2025-02-26,Trainer,SkillsBuild,Taxi,45.55,12.3,5.92,0.24,0.2,55,1.1,7.02
2025-02-21,Trainer,Skills4Future,Auto,39.61,7.92,3.57,0.24,0.2,53,1.06,4.63
2025-02-10,Trainer,TechSaksham,Auto,77.8,15.56,7.0,0.24,0.2,45,0.9,7.94
2025-02-18,Trainer,Skills4Future,Taxi,52.69,14.23,6.85,0.24,0.2,49,0.98,7.85
2025-02-06,Trainer,SkillsBuild,Cab,64.84,16.21,7.78,0.24,0.2,50,1.0,8.8
2025-02-04,Trainer,SkillsBuild,Cab,51.99,13.0,6.24,0.24,0.2,54,1.08,7.32
2025-02-27,Trainer,Code Unnati,Cab,93.31,23.33,11.2,0.24,0.2,49,0.98,12.2
2025-02-16,Trainer,Code Unnati,Flight,1337.21,668.6,200.58,0.24,0.2,58,1.16,201.73
2025-02-09,Trainer,Code Unnati,Auto,19.76,3.95,1.78,0.24,0.2,51,1.02,2.81
2025-02-14,Trainer,SkillSaksham,Cab,39.06,9.76,4.69,0.24,0.2,51,1.02,5.72
2025-02-03,Trainer,Code Unnati,Cab,57.72,14.43,6.93,0.24,0.2,39,0.78,7.76
2025-02-24,Trainer,SkillsBuild,Auto,49.44,9.89,4.45,0.24,0.2,56,1.12,5.56
2025-02-08,Trainer,TechSaksham,Cab,50.45,12.61,6.05,0.24,0.2,61,1.22,7.25
2025-02-15,Trainer,SkillsBuild,Cab,14.46,3.61,1.74,0.24,0.2,48,0.96,2.72
2025-02-23,Trainer,Skills4Future,Taxi,68.79,18.57,8.94,0.24,0.2,52,1.04,9.99
2025-02-11,Trainer,Code Unnati,Flight,814.2,407.1,122.13,0.24,0.2,53,1.06,123.2
2025-02-19,Trainer,TechSaksham,Cab,28.02,7.01,3.36,0.24,0.2,49,0.98,4.36
2025-02-05,Trainer,TechSaksham,Cab,66.6,16.65,7.99,0.24,0.2,52,1.04,9.04
2025-02-13,Trainer,SkillsBuild,Cab,82.88,20.72,9.95,0.24,0.2,49,0.98,10.95
2025-03-27,Trainer,SkillSaksham,Taxi,81.23,21.93,10.56,0.24,0.2,46,0.92,11.51
2025-03-16,Trainer,Skills4Future,Auto,39.62,7.92,3.57,0.24,0.2,48,0.96,4.55
2025-03-20,Trainer,SkillSaksham,Cab,57.65,14.41,6.92,0.24,0.2,48,0.96,7.9
2025-03-23,Trainer,SkillSaksham,Cab,60.06,15.01,7.21,0.24,0.2,48,0.96,8.19
2025-03-25,Trainer,Skills4Future,Taxi,86.82,23.44,11.29,0.24,0.2,59,1.18,12.45
2025-03-14,Trainer,Skills4Future,Cab,20.93,5.23,2.51,0.24,0.2,43,0.86,3.41
2025-03-01,Trainer,SkillsBuild,Flight,1058.79,529.39,158.82,0.24,0.2,67,1.34,160.11
2025-03-05,Trainer,SkillSaksham,Cab,74.07,18.52,8.89,0.24,0.2,52,1.04,9.94
2025-03-13,Trainer,Skills4Future,Auto,42.28,8.46,3.8,0.24,0.2,49,0.98,4.81
2025-03-31,Trainer,SkillSaksham,Cab,97.07,24.27,11.65,0.24,0.2,46,0.92,12.6
2025-03-28,Trainer,Skills4Future,Taxi,24.91,6.73,3.24,0.24,0.2,58,1.16,4.39
2025-03-02,Trainer,Code Unnati,Cab,46.64,11.66,5.6,0.24,0.2,51,1.02,6.63
2025-03-19,Trainer,SkillsBuild,Taxi,37.53,10.13,4.88,0.24,0.2,45,0.9,5.81
2025-03-24,Trainer,Code Unnati,Taxi,66.39,17.93,8.63,0.24,0.2,46,0.92,9.58
2025-03-17,Trainer,SkillSaksham,Auto,13.93,2.79,1.25,0.24,0.2,57,1.14,2.39
2025-03-03,Trainer,Code Unnati,Flight,1423.72,711.86,213.56,0.24,0.2,58,1.16,214.71
2025-03-10,Trainer,SkillSaksham,Auto,45.93,9.19,4.13,0.24,0.2,46,0.92,5.09
2025-03-26,Trainer,SkillSaksham,Cab,82.81,20.7,9.94,0.24,0.2,55,1.1,11.04
2025-04-03,Trainer,SkillsBuild,Cab,34.54,8.63,4.14,0.24,0.2,61,1.22,5.34
2025-04-18,Trainer,Code Unnati,Auto,83.2,16.64,7.49,0.24,0.2,47,0.94,8.46
2025-04-07,Trainer,Skills4Future,Cab,91.82,22.96,11.02,0.24,0.2,51,1.02,12.05
2025-04-14,Trainer,TechSaksham,Cab,25.51,6.38,3.06,0.24,0.2,65,1.3,4.32
2025-04-29,Trainer,TechSaksham,Auto,10.6,2.12,0.95,0.24,0.2,37,0.74,1.76
2025-04-17,Trainer,SkillSaksham,Auto,13.99,2.8,1.26,0.24,0.2,43,0.86,2.16
2025-04-28,Trainer,Code Unnati,Cab,27.89,6.97,3.35,0.24,0.2,40,0.8,4.2
2025-04-06,Trainer,Code Unnati,Auto,71.56,14.31,6.44,0.24,0.2,44,0.88,7.36
2025-04-23,Trainer,SkillSaksham,Auto,91.75,18.35,8.26,0.24,0.2,41,0.82,9.13
2025-04-25,Trainer,SkillSaksham,Flight,1210.18,605.09,181.53,0.24,0.2,44,0.88,182.45
2025-04-09,Trainer,SkillSaksham,Cab,78.4,19.6,9.41,0.24,0.2,45,0.9,10.34
2025-04-27,Trainer,Skills4Future,Cab,33.29,8.32,4.0,0.24,0.2,52,1.04,5.04
2025-04-12,Trainer,SkillsBuild,Cab,61.14,15.29,7.34,0.24,0.2,49,0.98,8.34
2025-04-04,Trainer,SkillSaksham,Cab,41.58,10.39,4.99,0.24,0.2,51,1.02,6.02
2025-04-08,Trainer,TechSaksham,Auto,76.14,15.23,6.85,0.24,0.2,49,0.98,7.85
2025-04-10,Trainer,Code Unnati,Cab,51.79,12.95,6.21,0.24,0.2,46,0.92,7.17
2025-04-30,Trainer,Code Unnati,Cab,67.38,16.84,8.09,0.24,0.2,55,1.1,9.18
2025-05-25,Trainer,Skills4Future,Cab,54.14,13.53,6.5,0.24,0.2,37,0.74,7.3
2025-05-10,Trainer,SkillsBuild,Flight,857.2,428.6,128.58,0.24,0.2,49,0.98,129.58
2025-05-14,Trainer,Code Unnati,Taxi,22.97,6.2,2.99,0.24,0.2,50,1.0,4.0
2025-05-08,Trainer,SkillsBuild,Cab,67.62,16.9,8.11,0.24,0.2,49,0.98,9.11
2025-05-21,Trainer,SkillsBuild,Auto,43.45,8.69,3.91,0.24,0.2,44,0.88,4.83
2025-05-07,Trainer,SkillSaksham,Cab,16.65,4.16,2.0,0.24,0.2,45,0.9,2.93
2025-05-30,Trainer,Code Unnati,Cab,68.16,17.04,8.18,0.24,0.2,44,0.88,9.1
2025-05-13,Trainer,Skills4Future,Taxi,52.41,14.15,6.81,0.24,0.2,51,1.02,7.85
2025-05-03,Trainer,SkillSaksham,Flight,1210.08,605.04,181.51,0.24,0.2,44,0.88,182.43
2025-05-15,Trainer,Skills4Future,Taxi,62.09,16.77,8.07,0.24,0.2,44,0.88,8.99
2025-05-02,Trainer,SkillSaksham,Cab,13.85,3.46,1.66,0.24,0.2,52,1.04,2.71
2025-05-05,Trainer,SkillSaksham,Taxi,90.95,24.56,11.82,0.24,0.2,45,0.9,12.76
2025-05-24,Trainer,SkillsBuild,Flight,959.21,479.61,143.88,0.24,0.2,42,0.84,144.77
2025-05-04,Trainer,SkillSaksham,Auto,22.12,4.42,1.99,0.24,0.2,47,0.94,2.96
2025-05-20,Trainer,SkillsBuild,Taxi,98.38,26.56,12.79,0.24,0.2,52,1.04,13.84
2025-05-28,Trainer,Skills4Future,Taxi,21.85,5.9,2.84,0.24,0.2,51,1.02,3.87
2025-05-29,Trainer,SkillSaksham,Taxi,79.8,21.55,10.37,0.24,0.2,55,1.1,11.47
2025-05-19,Trainer,Skills4Future,Cab,46.92,11.73,5.63,0.24,0.2,49,0.98,6.63
2025-06-25,Trainer,SkillsBuild,Auto,55.05,11.01,4.95,0.24,0.2,46,0.92,5.91
2025-06-04,Trainer,SkillsBuild,Taxi,65.45,17.67,8.51,0.24,0.2,48,0.96,9.49
2025-06-05,Trainer,SkillsBuild,Auto,21.81,4.36,1.96,0.24,0.2,49,0.98,2.96
2025-06-11,Trainer,SkillSaksham,Cab,28.59,7.15,3.43,0.24,0.2,57,1.14,4.56
2025-06-21,Trainer,SkillSaksham,Auto,36.29,7.26,3.27,0.24,0.2,54,1.08,4.35
2025-06-30,Trainer,Code Unnati,Cab,64.53,16.13,7.74,0.24,0.2,49,0.98,8.74
2025-06-08,Trainer,SkillsBuild,Cab,34.64,8.66,4.16,0.24,0.2,50,1.0,5.17
2025-06-20,Trainer,Skills4Future,Taxi,93.8,25.33,12.19,0.24,0.2,48,0.96,13.18
2025-06-24,Trainer,Skills4Future,Auto,15.75,3.15,1.42,0.24,0.2,51,1.02,2.45
2025-06-27,Trainer,SkillSaksham,Auto,37.48,7.5,3.37,0.24,0.2,40,0.8,4.23
2025-06-09,Trainer,TechSaksham,Cab,88.27,22.07,10.59,0.24,0.2,56,1.12,11.71
2025-06-19,Trainer,SkillSaksham,Auto,64.54,12.91,5.81,0.24,0.2,42,0.84,6.69
2025-06-28,Trainer,SkillsBuild,Cab,26.63,6.66,3.2,0.24,0.2,51,1.02,4.23
2025-06-26,Trainer,SkillSaksham,Cab,77.85,19.46,9.34,0.24,0.2,40,0.8,10.19
2025-06-15,Trainer,TechSaksham,Auto,61.55,12.31,5.54,0.24,0.2,51,1.02,6.57
2025-06-16,Trainer,Skills4Future,Cab,37.9,9.47,4.55,0.24,0.2,51,1.02,5.58
2025-06-17,Trainer,SkillsBuild,Taxi,73.64,19.88,9.57,0.24,0.2,50,1.0,10.59
2025-06-13,Trainer,SkillsBuild,Flight,1025.72,512.86,153.86,0.24,0.2,56,1.12,154.97
2025-07-02,Trainer,SkillSaksham,Auto,17.68,3.54,1.59,0.24,0.2,45,0.9,2.53
2025-07-20,Trainer,Skills4Future,Cab,52.96,13.24,6.36,0.24,0.2,51,1.02,7.39
2025-07-23,Trainer,Skills4Future,Flight,902.35,451.18,135.35,0.24,0.2,57,1.14,136.48
2025-07-25,Trainer,SkillSaksham,Cab,54.01,13.5,6.48,0.24,0.2,50,1.0,7.5
2025-07-07,Trainer,Skills4Future,Taxi,35.57,9.6,4.62,0.24,0.2,45,0.9,5.56
2025-07-17,Trainer,SkillSaksham,Cab,63.91,15.98,7.67,0.24,0.2,46,0.92,8.62
2025-07-04,Trainer,TechSaksham,Cab,70.39,17.6,8.45,0.24,0.2,46,0.92,9.4
2025-07-11,Trainer,SkillsBuild,Cab,68.53,17.13,8.22,0.24,0.2,46,0.92,9.17
2025-07-08,Trainer,SkillSaksham,Auto,25.86,5.17,2.33,0.24,0.2,55,1.1,3.43
2025-07-24,Trainer,SkillsBuild,Cab,30.05,7.51,3.61,0.24,0.2,50,1.0,4.62
2025-07-19,Trainer,SkillSaksham,Cab,18.32,4.58,2.2,0.24,0.2,53,1.06,3.26
2025-07-15,Trainer,SkillSaksham,Auto,29.46,5.89,2.65,0.24,0.2,56,1.12,3.77
2025-07-13,Trainer,SkillSaksham,Auto,35.41,7.08,3.19,0.24,0.2,48,0.96,4.17
2025-07-03,Trainer,Code Unnati,Auto,17.96,3.59,1.62,0.24,0.2,53,1.06,2.68
2025-07-30,Trainer,Skills4Future,Cab,34.23,8.56,4.11,0.24,0.2,51,1.02,5.14
2025-07-21,Trainer,Skills4Future,Cab,84.87,21.22,10.18,0.24,0.2,50,1.0,11.2
2025-08-23,Trainer,Code Unnati,Cab,17.23,4.31,2.07,0.24,0.2,47,0.94,3.03
2025-08-07,Trainer,TechSaksham,Auto,12.16,2.43,1.09,0.24,0.2,54,1.08,2.18
2025-08-08,Trainer,SkillsBuild,Cab,56.67,14.17,6.8,0.24,0.2,60,1.2,7.98
2025-08-18,Trainer,SkillsBuild,Cab,25.01,6.25,3.0,0.24,0.2,52,1.04,4.05
2025-08-09,Trainer,Skills4Future,Auto,66.75,13.35,6.01,0.24,0.2,61,1.22,7.2
2025-08-05,Trainer,Code Unnati,Taxi,10.86,2.93,1.41,0.24,0.2,53,1.06,2.48
2025-08-30,Trainer,Code Unnati,Taxi,75.25,20.32,9.78,0.24,0.2,48,0.96,10.77
2025-08-13,Trainer,SkillsBuild,Cab,45.8,11.45,5.5,0.24,0.2,53,1.06,6.56
2025-08-04,Trainer,SkillsBuild,Auto,45.6,9.12,4.1,0.24,0.2,51,1.02,5.14
2025-08-27,Trainer,SkillsBuild,Cab,98.91,24.73,11.87,0.24,0.2,45,0.9,12.8
2025-08-24,Trainer,SkillSaksham,Cab,31.17,7.79,3.74,0.24,0.2,44,0.88,4.66
2025-08-10,Trainer,SkillsBuild,Cab,19.74,4.93,2.37,0.24,0.2,48,0.96,3.35
2025-08-02,Trainer,SkillsBuild,Auto,61.18,12.24,5.51,0.24,0.2,58,1.16,6.65
2025-08-01,Trainer,Code Unnati,Cab,94.68,23.67,11.36,0.24,0.2,48,0.96,12.35
2025-08-29,Trainer,TechSaksham,Auto,57.83,11.57,5.2,0.24,0.2,48,0.96,6.19
2025-08-21,Trainer,Skills4Future,Taxi,69.29,18.71,9.01,0.24,0.2,45,0.9,9.94
2025-08-12,Trainer,Skills4Future,Auto,83.81,16.76,7.54,0.24,0.2,51,1.02,8.58
2025-08-06,Trainer,Skills4Future,Taxi,37.89,10.23,4.93,0.24,0.2,57,1.14,6.06
2025-08-03,Trainer,SkillsBuild,Taxi,40.77,11.01,5.3,0.24,0.2,48,0.96,6.28
2025-08-26,Trainer,SkillSaksham,Flight,996.15,498.07,149.42,0.24,0.2,45,0.9,150.36
2025-09-05,Trainer,SkillSaksham,Taxi,61.15,16.51,7.95,0.24,0.2,47,0.94,8.92
2025-09-16,Trainer,SkillSaksham,Flight,895.44,447.72,134.32,0.24,0.2,50,1.0,135.33
2025-09-19,Trainer,Code Unnati,Cab,57.65,14.41,6.92,0.24,0.2,60,1.2,8.1
2025-09-22,Trainer,TechSaksham,Auto,58.2,11.64,5.24,0.24,0.2,49,0.98,6.24
2025-09-23,Trainer,TechSaksham,Auto,55.3,11.06,4.98,0.24,0.2,54,1.08,6.06
2025-09-24,Trainer,TechSaksham,Cab,87.65,21.91,10.52,0.24,0.2,59,1.18,11.68
2025-09-21,Trainer,Skills4Future,Cab,53.45,13.36,6.41,0.24,0.2,53,1.06,7.48
2025-09-18,Trainer,SkillSaksham,Auto,86.8,17.36,7.81,0.24,0.2,55,1.1,8.91
2025-09-13,Trainer,SkillsBuild,Taxi,90.49,24.43,11.76,0.24,0.2,46,0.92,12.71
2025-09-01,Trainer,Skills4Future,Taxi,93.86,25.34,12.2,0.24,0.2,38,0.76,13.02
2025-09-14,Trainer,SkillsBuild,Flight,1271.37,635.68,190.71,0.24,0.2,57,1.14,191.84
2025-09-25,Trainer,SkillsBuild,Auto,58.43,11.69,5.26,0.24,0.2,44,0.88,6.18
2025-09-29,Trainer,Skills4Future,Auto,45.21,9.04,4.07,0.24,0.2,61,1.22,5.27
2025-09-08,Trainer,Code Unnati,Auto,89.55,17.91,8.06,0.24,0.2,52,1.04,9.11
2025-09-28,Trainer,SkillSaksham,Taxi,31.55,8.52,4.1,0.24,0.2,52,1.04,5.15
2025-09-04,Trainer,Code Unnati,Auto,57.95,11.59,5.22,0.24,0.2,58,1.16,6.36
2025-10-07,Trainer,Code Unnati,Cab,19.23,4.81,2.31,0.24,0.2,49,0.98,3.31
2025-10-09,Trainer,TechSaksham,Cab,57.08,14.27,6.85,0.24,0.2,46,0.92,7.8
2025-10-13,Trainer,Skills4Future,Auto,72.28,14.46,6.51,0.24,0.2,53,1.06,7.57
2025-10-17,Trainer,SkillSaksham,Taxi,85.38,23.05,11.1,0.24,0.2,54,1.08,12.18
2025-10-19,Trainer,Code Unnati,Taxi,76.35,20.62,9.93,0.24,0.2,49,0.98,10.93
2025-10-06,Trainer,SkillsBuild,Cab,65.12,16.28,7.81,0.24,0.2,52,1.04,8.86
2025-10-16,Trainer,SkillSaksham,Taxi,50.63,13.67,6.58,0.24,0.2,47,0.94,7.55
2025-10-10,Trainer,Skills4Future,Taxi,70.65,19.08,9.18,0.24,0.2,54,1.08,10.27
2025-10-30,Trainer,Skills4Future,Cab,15.68,3.92,1.88,0.24,0.2,44,0.88,2.8
2025-10-12,Trainer,Code Unnati,Taxi,84.66,22.86,11.01,0.24,0.2,42,0.84,11.89
2025-10-14,Trainer,TechSaksham,Taxi,59.25,16.0,7.7,0.24,0.2,56,1.12,8.82
2025-10-04,Trainer,SkillSaksham,Cab,25.82,6.45,3.1,0.24,0.2,45,0.9,4.03
2025-10-27,Trainer,SkillSaksham,Taxi,70.25,18.97,9.13,0.24,0.2,51,1.02,10.17
2025-10-23,Trainer,SkillSaksham,Taxi,20.38,5.5,2.65,0.24,0.2,47,0.94,3.62
2025-10-02,Trainer,TechSaksham,Cab,23.7,5.92,2.84,0.24,0.2,45,0.9,3.78
2025-10-11,Trainer,Code Unnati,Taxi,59.71,16.12,7.76,0.24,0.2,55,1.1,8.86
2025-10-31,Trainer,TechSaksham,Flight,1362.55,681.28,204.38,0.24,0.2,48,0.96,205.37
2025-10-29,Trainer,Skills4Future,Auto,85.02,17.0,7.65,0.24,0.2,47,0.94,8.62
2025-11-22,Trainer,SkillsBuild,Auto,15.08,3.02,1.36,0.24,0.2,45,0.9,2.29
2025-11-29,Trainer,Code Unnati,Taxi,53.23,14.37,6.92,0.24,0.2,53,1.06,7.99
2025-11-28,Trainer,SkillsBuild,Cab,15.16,3.79,1.82,0.24,0.2,52,1.04,2.87
2025-11-09,Trainer,Code Unnati,Flight,1349.7,674.85,202.45,0.24,0.2,48,0.96,203.44
2025-11-12,Trainer,TechSaksham,Taxi,27.06,7.31,3.52,0.24,0.2,41,0.82,4.39
2025-11-08,Trainer,SkillsBuild,Flight,1142.05,571.03,171.31,0.24,0.2,46,0.92,172.26
2025-11-02,Trainer,Skills4Future,Cab,52.83,13.21,6.34,0.24,0.2,49,0.98,7.34
2025-11-04,Trainer,TechSaksham,Auto,76.59,15.32,6.89,0.24,0.2,52,1.04,7.94
2025-11-30,Trainer,TechSaksham,Auto,17.11,3.42,1.54,0.24,0.2,44,0.88,2.46
2025-11-18,Trainer,Code Unnati,Flight,1387.85,693.93,208.18,0.24,0.2,49,0.98,209.18
2025-11-10,Trainer,Skills4Future,Cab,76.75,19.19,9.21,0.24,0.2,42,0.84,10.1
2025-11-01,Trainer,SkillSaksham,Cab,80.85,20.21,9.7,0.24,0.2,53,1.06,10.77
2025-11-19,Trainer,SkillsBuild,Cab,89.59,22.4,10.75,0.24,0.2,38,0.76,11.57
2025-11-17,Trainer,SkillsBuild,Taxi,32.04,8.65,4.17,0.24,0.2,51,1.02,5.2
2025-11-16,Trainer,SkillsBuild,Auto,11.93,2.39,1.07,0.24,0.2,42,0.84,1.96
2025-11-05,Trainer,SkillSaksham,Taxi,83.96,22.67,10.91,0.24,0.2,54,1.08,12.0
2025-11-27,Trainer,SkillsBuild,Cab,29.1,7.28,3.49,0.24,0.2,47,0.94,4.46
2025-11-24,Trainer,Code Unnati,Cab,98.7,24.68,11.84,0.24,0.2,45,0.9,12.78
2025-12-29,Trainer,Skills4Future,Auto,56.29,11.26,5.07,0.24,0.2,48,0.96,6.05
2025-12-28,Trainer,Code Unnati,Cab,29.56,7.39,3.55,0.24,0.2,58,1.16,4.69
2025-12-02,Trainer,SkillSaksham,Auto,54.11,10.82,4.87,0.24,0.2,41,0.82,5.74
2025-12-04,Trainer,Code Unnati,Cab,66.74,16.68,8.01,0.24,0.2,49,0.98,9.01
2025-12-25,Trainer,SkillSaksham,Flight,1429.82,714.91,214.47,0.24,0.2,48,0.96,215.46
2025-12-22,Trainer,TechSaksham,Taxi,42.44,11.46,5.52,0.24,0.2,55,1.1,6.62
2025-12-13,Trainer,SkillSaksham,Auto,36.08,7.22,3.25,0.24,0.2,54,1.08,4.33
2025-12-15,Trainer,Skills4Future,Cab,13.16,3.29,1.58,0.24,0.2,48,0.96,2.56
2025-12-16,Trainer,Code Unnati,Auto,97.06,19.41,8.74,0.24,0.2,54,1.08,9.82
2025-12-18,Trainer,SkillSaksham,Auto,14.27,2.85,1.28,0.24,0.2,50,1.0,2.3
2025-12-24,Trainer,SkillSaksham,Flight,1224.13,612.06,183.62,0.24,0.2,37,0.74,184.42
2025-12-03,Trainer,Skills4Future,Taxi,97.33,26.28,12.65,0.24,0.2,51,1.02,13.69
